Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Occurrence Year,Occurrence Month,Occurrence Hour
30035,2023-06-06 07:00:00,2023-06-05 10:00:00,05-06-2023 12:39,Ahmedabad,134,ILLEGAL POSSESSION,13,F,Knife,Other Crime,10,No,,2023,6,12.0
30036,2023-07-06 17:00:00,2023-06-05 11:00:00,05-06-2023 11:17,Bangalore,151,EXTORTION,47,F,Explosives,Other Crime,3,No,,2023,6,11.0
30037,2023-08-06 07:00:00,2023-06-05 12:00:00,05-06-2023 14:22,Mumbai,131,COUNTERFEITING,71,F,Explosives,Other Crime,17,No,,2023,6,14.0
30038,2023-06-06 23:00:00,2023-06-05 13:00:00,05-06-2023 21:20,Hyderabad,544,ROBBERY,59,F,Other,Violent Crime,6,Yes,2023-10-17 23:00:00,2023,6,21.0
30039,2023-07-06 20:00:00,2023-06-05 14:00:00,06-06-2023 02:51,Nashik,288,FIREARM OFFENSE,66,F,Unknown,Fire Accident,2,Yes,2023-08-14 20:00:00,2023,6,2.0
30040,2023-06-06 13:00:00,2023-06-05 15:00:00,06-06-2023 13:06,Delhi,442,DRUG OFFENSE,48,F,Firearm,Other Crime,16,No,,2023,6,13.0
30041,2023-07-06 07:00:00,2023-06-05 16:00:00,06-06-2023 02:00,Chennai,170,PUBLIC INTOXICATION,54,F,Knife,Other Crime,4,Yes,2023-06-19 07:00:00,2023,6,2.0
30042,2023-06-06 02:00:00,2023-06-05 17:00:00,05-06-2023 20:12,Pune,314,KIDNAPPING,26,F,Explosives,Other Crime,5,No,,2023,6,20.0
30043,2023-06-06 15:00:00,2023-06-05 18:00:00,05-06-2023 22:17,Surat,414,IDENTITY THEFT,70,F,Unknown,Violent Crime,11,No,,2023,6,22.0
30044,2023-07-06 08:00:00,2023-06-05 19:00:00,06-06-2023 12:26,Pune,206,DOMESTIC VIOLENCE,25,F,Blunt Object,Violent Crime,19,No,,2023,6,12.0
30045,2023-06-06 20:00:00,2023-06-05 20:00:00,06-06-2023 06:29,Hyderabad,561,COUNTERFEITING,52,F,Explosives,Other Crime,14,Yes,2023-06-28 20:00:00,2023,6,6.0
30046,2023-06-06 02:00:00,2023-06-05 21:00:00,06-06-2023 14:36,Bhopal,138,VANDALISM,65,F,Blunt Object,Other Crime,2,Yes,2023-07-21 02:00:00,2023,6,14.0
30047,2023-07-06 01:00:00,2023-06-05 22:00:00,06-06-2023 10:05,Kolkata,423,FRAUD,12,F,Blunt Object,Other Crime,9,Yes,2023-07-31 01:00:00,2023,6,10.0
30048,2023-06-06 19:00:00,2023-06-05 23:00:00,06-06-2023 13:43,Mumbai,533,BURGLARY,32,F,Knife,Other Crime,2,No,,2023,6,13.0
30049,2023-08-06 10:00:00,2023-06-06 00:00:00,06-06-2023 04:36,Jaipur,487,HOMICIDE,48,F,Explosives,Other Crime,3,No,,2023,6,4.0
30050,2023-08-06 19:00:00,2023-06-06 01:00:00,06-06-2023 20:15,Kolkata,571,ASSAULT,36,F,Explosives,Violent Crime,18,Yes,2023-07-01 19:00:00,2023,6,20.0
30051,2023-07-06 20:00:00,2023-06-06 02:00:00,06-06-2023 12:10,Patna,551,TRAFFIC VIOLATION,42,F,Blunt Object,Traffic Fatality,13,No,,2023,6,12.0
30052,2023-06-06 04:00:00,2023-06-06 03:00:00,06-06-2023 10:39,Delhi,558,DRUG OFFENSE,26,F,Other,Other Crime,18,Yes,2023-08-24 04:00:00,2023,6,10.0
30053,2023-08-06 08:00:00,2023-06-06 04:00:00,07-06-2023 00:46,Mumbai,179,ARSON,44,F,Knife,Fire Accident,7,No,,2023,6,0.0
30054,2023-07-06 17:00:00,2023-06-06 05:00:00,06-06-2023 09:59,Hyderabad,564,TRAFFIC VIOLATION,35,F,Knife,Traffic Fatality,4,Yes,2023-06-21 17:00:00,2023,6,9.0
30055,2023-08-06 19:00:00,2023-06-06 06:00:00,06-06-2023 06:05,Mumbai,347,IDENTITY THEFT,70,F,Explosives,Violent Crime,8,No,,2023,6,6.0
30056,2023-07-06 08:00:00,2023-06-06 07:00:00,06-06-2023 13:42,Bangalore,110,IDENTITY THEFT,73,M,Other,Violent Crime,12,No,,2023,6,13.0
30057,2023-06-06 20:00:00,2023-06-06 08:00:00,07-06-2023 01:01,Bangalore,145,SEXUAL ASSAULT,11,F,Knife,Violent Crime,7,Yes,2024-06-15 20:00:00,2023,6,1.0
30058,2023-07-06 12:00:00,2023-06-06 09:00:00,06-06-2023 21:52,Kolkata,136,FRAUD,56,M,Knife,Other Crime,14,Yes,2023-06-30 12:00:00,2023,6,21.0
30059,2023-07-06 14:00:00,2023-06-06 10:00:00,06-06-2023 22:17,Bhopal,235,ASSAULT,19,M,Unknown,Violent Crime,2,No,,2023,6,22.0
30060,2023-09-06 10:00:00,2023-06-06 11:00:00,07-06-2023 03:16,Pune,415,KIDNAPPING,22,F,Explosives,Other Crime,7,No,,2023,6,3.0
30061,2023-06-06 19:00:00,2023-06-06 12:00:00,07-06-2023 00:44,Mumbai,522,ARSON,38,M,Other,Fire Accident,13,Yes,2023-07-23 19:00:00,2023,6,0.0
30062,2023-07-06 11:00:00,2023-06-06 13:00:00,06-06-2023 17:24,Bangalore,214,ASSAULT,69,F,Other,Violent Crime,15,Yes,2023-06-19 11:00:00,2023,6,17.0
30063,2023-07-06 22:00:00,2023-06-06 14:00:00,06-06-2023 15:10,Mumbai,579,BURGLARY,37,F,Blunt Object,Other Crime,16,No,,2023,6,15.0
30064,2023-07-06 02:00:00,2023-06-06 15:00:00,07-06-2023 00:10,Jaipur,131,ASSAULT,25,F,Explosives,Violent Crime,6,Yes,2023-06-24 02:00:00,2023,6,0.0
30065,2023-09-06 15:00:00,2023-06-06 16:00:00,06-06-2023 17:40,Mumbai,189,COUNTERFEITING,23,F,Blunt Object,Other Crime,9,Yes,2023-07-31 15:00:00,2023,6,17.0
30066,2023-08-06 02:00:00,2023-06-06 17:00:00,07-06-2023 11:30,Lucknow,259,COUNTERFEITING,68,M,Firearm,Other Crime,4,No,,2023,6,11.0
30067,2023-08-06 00:00:00,2023-06-06 18:00:00,07-06-2023 12:50,Thane,132,VANDALISM,10,M,Blunt Object,Other Crime,4,Yes,2023-07-23 00:00:00,2023,6,12.0
30068,2023-07-06 08:00:00,2023-06-06 19:00:00,07-06-2023 18:53,Mumbai,231,ASSAULT,50,F,Knife,Violent Crime,9,Yes,2023-06-28 08:00:00,2023,6,18.0
30069,2023-09-06 10:00:00,2023-06-06 20:00:00,07-06-2023 07:42,Delhi,365,ROBBERY,58,F,Unknown,Violent Crime,11,Yes,2023-09-25 10:00:00,2023,6,7.0
30070,2023-08-06 12:00:00,2023-06-06 21:00:00,07-06-2023 07:04,Mumbai,148,SEXUAL ASSAULT,13,M,Explosives,Violent Crime,1,Yes,2024-09-28 12:00:00,2023,6,7.0
30071,2023-07-06 21:00:00,2023-06-06 22:00:00,07-06-2023 17:24,Delhi,587,FIREARM OFFENSE,35,F,Firearm,Fire Accident,15,Yes,2023-08-26 21:00:00,2023,6,17.0
30072,2023-09-06 01:00:00,2023-06-06 23:00:00,07-06-2023 19:04,Mumbai,589,TRAFFIC VIOLATION,58,F,Firearm,Traffic Fatality,1,Yes,2023-06-16 01:00:00,2023,6,19.0
30073,2023-09-06 12:00:00,2023-06-07 00:00:00,07-06-2023 21:34,Mumbai,546,IDENTITY THEFT,60,M,Firearm,Violent Crime,10,No,,2023,6,21.0
30074,2023-09-06 09:00:00,2023-06-07 01:00:00,07-06-2023 23:48,Hyderabad,477,ARSON,24,F,Knife,Fire Accident,12,Yes,2023-08-24 09:00:00,2023,6,23.0
30075,2023-07-06 22:00:00,2023-06-07 02:00:00,08-06-2023 00:49,Varanasi,590,PUBLIC INTOXICATION,64,F,Other,Other Crime,18,No,,2023,6,0.0
30076,2023-08-06 01:00:00,2023-06-07 03:00:00,07-06-2023 11:31,Mumbai,301,KIDNAPPING,62,F,Poison,Other Crime,7,No,,2023,6,11.0
30077,2023-09-06 23:00:00,2023-06-07 04:00:00,07-06-2023 20:05,Agra,337,DOMESTIC VIOLENCE,16,F,Explosives,Violent Crime,6,No,,2023,6,20.0
30078,2023-07-06 22:00:00,2023-06-07 05:00:00,08-06-2023 03:09,Delhi,350,ARSON,62,M,Blunt Object,Fire Accident,2,Yes,2023-09-02 22:00:00,2023,6,3.0
30079,2023-09-06 23:00:00,2023-06-07 06:00:00,07-06-2023 09:22,Hyderabad,115,ILLEGAL POSSESSION,31,F,Firearm,Other Crime,17,No,,2023,6,9.0
30080,2023-09-06 19:00:00,2023-06-07 07:00:00,08-06-2023 05:05,Delhi,417,FRAUD,11,M,Poison,Other Crime,17,Yes,2023-08-04 19:00:00,2023,6,5.0
30081,2023-07-06 20:00:00,2023-06-07 08:00:00,07-06-2023 18:00,Surat,489,COUNTERFEITING,57,F,Blunt Object,Other Crime,10,Yes,2023-08-10 20:00:00,2023,6,18.0
30082,2023-08-06 00:00:00,2023-06-07 09:00:00,07-06-2023 23:43,Agra,173,ARSON,15,F,Firearm,Fire Accident,15,No,,2023,6,23.0
30083,2023-07-06 14:00:00,2023-06-07 10:00:00,07-06-2023 22:41,Mumbai,190,FRAUD,24,M,Unknown,Other Crime,5,Yes,2023-07-29 14:00:00,2023,6,22.0
30084,2023-09-06 03:00:00,2023-06-07 11:00:00,07-06-2023 21:41,Pune,576,EXTORTION,45,M,Firearm,Other Crime,11,No,,2023,6,21.0
30085,2023-08-06 16:00:00,2023-06-07 12:00:00,08-06-2023 02:36,Bangalore,297,SEXUAL ASSAULT,21,F,Other,Violent Crime,11,No,,2023,6,2.0
30086,2023-09-06 09:00:00,2023-06-07 13:00:00,08-06-2023 06:42,Mumbai,117,VANDALISM,74,F,Poison,Other Crime,9,Yes,2023-07-22 09:00:00,2023,6,6.0
30087,2023-08-06 07:00:00,2023-06-07 14:00:00,08-06-2023 00:12,Jaipur,249,FIREARM OFFENSE,21,M,Explosives,Fire Accident,11,Yes,2023-06-22 07:00:00,2023,6,0.0
30088,2023-08-06 11:00:00,2023-06-07 15:00:00,08-06-2023 11:54,Delhi,127,VANDALISM,76,F,Unknown,Other Crime,6,No,,2023,6,11.0
30089,2023-08-06 09:00:00,2023-06-07 16:00:00,08-06-2023 08:52,Mumbai,382,SHOPLIFTING,37,M,Unknown,Other Crime,6,No,,2023,6,8.0
30090,2023-09-06 02:00:00,2023-06-07 17:00:00,08-06-2023 05:26,Delhi,423,COUNTERFEITING,67,F,Explosives,Other Crime,4,Yes,2023-06-20 02:00:00,2023,6,5.0
30091,2023-08-06 03:00:00,2023-06-07 18:00:00,08-06-2023 13:36,Pune,358,PUBLIC INTOXICATION,26,F,Firearm,Other Crime,2,No,,2023,6,13.0
30092,2023-10-06 04:00:00,2023-06-07 19:00:00,07-06-2023 21:39,Meerut,354,ASSAULT,64,F,Poison,Violent Crime,6,No,,2023,6,21.0
30093,2023-09-06 16:00:00,2023-06-07 20:00:00,07-06-2023 21:34,Visakhapatnam,232,IDENTITY THEFT,19,F,Blunt Object,Violent Crime,19,Yes,2023-09-06 16:00:00,2023,6,21.0
30094,2023-09-06 07:00:00,2023-06-07 21:00:00,08-06-2023 02:44,Chennai,209,PUBLIC INTOXICATION,32,F,Explosives,Other Crime,3,No,,2023,6,2.0
30095,2023-08-06 06:00:00,2023-06-07 22:00:00,07-06-2023 23:17,Hyderabad,138,BURGLARY,43,F,Firearm,Other Crime,3,Yes,2023-09-06 06:00:00,2023,6,23.0
30096,2023-10-06 06:00:00,2023-06-07 23:00:00,08-06-2023 08:14,Bhopal,124,KIDNAPPING,26,F,Knife,Other Crime,4,No,,2023,6,8.0
30097,2023-09-06 15:00:00,2023-06-08 00:00:00,08-06-2023 13:47,Indore,462,HOMICIDE,51,F,Other,Other Crime,5,No,,2023,6,13.0
30098,2023-09-06 10:00:00,2023-06-08 01:00:00,08-06-2023 04:42,Lucknow,538,ARSON,43,M,Unknown,Fire Accident,19,No,,2023,6,4.0
30099,2023-09-06 19:00:00,2023-06-08 02:00:00,08-06-2023 11:29,Delhi,192,CYBERCRIME,62,F,Poison,Other Crime,2,No,,2023,6,11.0
30100,2023-09-06 18:00:00,2023-06-08 03:00:00,08-06-2023 05:15,Pune,156,ASSAULT,72,M,Knife,Violent Crime,3,Yes,2023-06-24 18:00:00,2023,6,5.0
30101,2023-09-06 17:00:00,2023-06-08 04:00:00,08-06-2023 05:56,Bangalore,166,EXTORTION,79,M,Explosives,Other Crime,4,Yes,2023-09-04 17:00:00,2023,6,5.0
30102,2023-09-06 22:00:00,2023-06-08 05:00:00,08-06-2023 13:30,Bangalore,447,VEHICLE - STOLEN,56,F,Poison,Violent Crime,5,Yes,2023-07-02 22:00:00,2023,6,13.0
30103,2023-08-06 21:00:00,2023-06-08 06:00:00,08-06-2023 12:49,Chennai,161,HOMICIDE,34,M,Knife,Other Crime,17,No,,2023,6,12.0
30104,2023-08-06 21:00:00,2023-06-08 07:00:00,08-06-2023 09:51,Delhi,260,ILLEGAL POSSESSION,69,F,Poison,Other Crime,9,Yes,2023-07-22 21:00:00,2023,6,9.0
30105,2023-11-06 02:00:00,2023-06-08 08:00:00,08-06-2023 14:38,Ahmedabad,183,FIREARM OFFENSE,16,F,Explosives,Fire Accident,7,Yes,2023-07-10 02:00:00,2023,6,14.0
30106,2023-10-06 02:00:00,2023-06-08 09:00:00,08-06-2023 18:57,Hyderabad,510,DRUG OFFENSE,62,F,Other,Other Crime,8,Yes,2023-08-06 02:00:00,2023,6,18.0
30107,2023-08-06 14:00:00,2023-06-08 10:00:00,09-06-2023 06:50,Visakhapatnam,108,ILLEGAL POSSESSION,45,F,Firearm,Other Crime,2,No,,2023,6,6.0
30108,2023-08-06 13:00:00,2023-06-08 11:00:00,08-06-2023 13:22,Surat,177,SEXUAL ASSAULT,33,F,Firearm,Violent Crime,16,Yes,2024-03-23 13:00:00,2023,6,13.0
30109,2023-11-06 02:00:00,2023-06-08 12:00:00,08-06-2023 12:21,Kolkata,252,PUBLIC INTOXICATION,44,F,Other,Other Crime,11,No,,2023,6,12.0
30110,2023-09-06 16:00:00,2023-06-08 13:00:00,09-06-2023 06:25,Delhi,474,HOMICIDE,71,F,Knife,Other Crime,8,Yes,2024-09-16 16:00:00,2023,6,6.0
30111,2023-08-06 23:00:00,2023-06-08 14:00:00,09-06-2023 07:31,Delhi,361,COUNTERFEITING,18,M,Knife,Other Crime,10,Yes,2023-07-13 23:00:00,2023,6,7.0
30112,2023-11-06 10:00:00,2023-06-08 15:00:00,08-06-2023 19:58,Pune,178,TRAFFIC VIOLATION,12,M,Other,Traffic Fatality,5,No,,2023,6,19.0
30113,2023-09-06 12:00:00,2023-06-08 16:00:00,08-06-2023 21:42,Meerut,481,EXTORTION,45,F,Other,Other Crime,11,No,,2023,6,21.0
30114,2023-09-06 15:00:00,2023-06-08 17:00:00,09-06-2023 12:17,Delhi,203,BURGLARY,64,F,Explosives,Other Crime,2,Yes,2023-08-31 15:00:00,2023,6,12.0
30115,2023-09-06 13:00:00,2023-06-08 18:00:00,09-06-2023 13:37,Delhi,228,VANDALISM,62,F,Unknown,Other Crime,9,No,,2023,6,13.0
30116,2023-09-06 23:00:00,2023-06-08 19:00:00,08-06-2023 21:53,Thane,334,CYBERCRIME,66,F,Knife,Other Crime,4,No,,2023,6,21.0
30117,2023-09-06 00:00:00,2023-06-08 20:00:00,09-06-2023 16:50,Bhopal,235,PUBLIC INTOXICATION,19,M,Knife,Other Crime,2,No,,2023,6,16.0
30118,2023-11-06 05:00:00,2023-06-08 21:00:00,09-06-2023 01:37,Pune,396,EXTORTION,44,F,Blunt Object,Other Crime,4,Yes,2023-06-25 05:00:00,2023,6,1.0
30119,2023-10-06 09:00:00,2023-06-08 22:00:00,09-06-2023 19:12,Pune,560,EXTORTION,68,M,Knife,Other Crime,11,No,,2023,6,19.0
30120,2023-09-06 17:00:00,2023-06-08 23:00:00,09-06-2023 07:15,Chennai,478,VANDALISM,79,F,Unknown,Other Crime,10,No,,2023,6,7.0
30121,2023-10-06 22:00:00,2023-06-09 00:00:00,09-06-2023 23:06,Delhi,136,CYBERCRIME,22,M,Knife,Other Crime,17,Yes,2023-08-09 22:00:00,2023,6,23.0
30122,2023-11-06 20:00:00,2023-06-09 01:00:00,09-06-2023 06:03,Ghaziabad,136,FRAUD,45,M,Poison,Other Crime,8,No,,2023,6,6.0
30123,2023-11-06 21:00:00,2023-06-09 02:00:00,09-06-2023 18:43,Mumbai,341,VANDALISM,60,F,Other,Other Crime,7,Yes,2023-07-23 21:00:00,2023,6,18.0
30124,2023-09-06 12:00:00,2023-06-09 03:00:00,09-06-2023 06:35,Kolkata,501,DRUG OFFENSE,10,F,Poison,Other Crime,2,Yes,2023-08-21 12:00:00,2023,6,6.0
30125,2023-11-06 13:00:00,2023-06-09 04:00:00,09-06-2023 19:02,Ahmedabad,517,ARSON,51,F,Unknown,Fire Accident,1,Yes,2023-07-16 13:00:00,2023,6,19.0
30126,2023-11-06 01:00:00,2023-06-09 05:00:00,09-06-2023 16:29,Chennai,544,SHOPLIFTING,45,F,Knife,Other Crime,4,No,,2023,6,16.0
30127,2023-11-06 02:00:00,2023-06-09 06:00:00,10-06-2023 05:49,Delhi,590,BURGLARY,27,F,Firearm,Other Crime,8,Yes,2023-09-28 02:00:00,2023,6,5.0
30128,2023-09-06 21:00:00,2023-06-09 07:00:00,09-06-2023 15:07,Bhopal,301,SEXUAL ASSAULT,37,F,Firearm,Violent Crime,2,No,,2023,6,15.0
30129,2023-11-06 02:00:00,2023-06-09 08:00:00,09-06-2023 09:28,Kolkata,460,DOMESTIC VIOLENCE,29,F,Firearm,Violent Crime,8,No,,2023,6,9.0
30130,2023-11-06 08:00:00,2023-06-09 09:00:00,09-06-2023 09:20,Ahmedabad,303,EXTORTION,38,M,Unknown,Other Crime,6,No,,2023,6,9.0
30131,2023-10-06 19:00:00,2023-06-09 10:00:00,09-06-2023 14:29,Bangalore,459,VEHICLE - STOLEN,27,F,Explosives,Violent Crime,7,Yes,2023-07-04 19:00:00,2023,6,14.0
30132,2023-11-06 18:00:00,2023-06-09 11:00:00,10-06-2023 09:10,Mumbai,379,VEHICLE - STOLEN,36,F,Poison,Violent Crime,12,No,,2023,6,9.0
30133,2023-10-06 07:00:00,2023-06-09 12:00:00,10-06-2023 01:37,Hyderabad,327,ARSON,24,F,Other,Fire Accident,16,No,,2023,6,1.0
30134,2023-11-06 05:00:00,2023-06-09 13:00:00,10-06-2023 04:10,Delhi,463,ROBBERY,28,F,Explosives,Violent Crime,18,No,,2023,6,4.0
30135,2023-11-06 06:00:00,2023-06-09 14:00:00,09-06-2023 22:33,Chennai,409,ARSON,36,M,Unknown,Fire Accident,9,No,,2023,6,22.0
30136,2023-12-06 00:00:00,2023-06-09 15:00:00,09-06-2023 17:35,Chennai,567,PUBLIC INTOXICATION,68,M,Blunt Object,Other Crime,3,No,,2023,6,17.0
30137,2023-12-06 11:00:00,2023-06-09 16:00:00,09-06-2023 17:37,Ahmedabad,297,DOMESTIC VIOLENCE,65,F,Explosives,Violent Crime,18,No,,2023,6,17.0
30138,2023-11-06 20:00:00,2023-06-09 17:00:00,09-06-2023 19:24,Surat,345,COUNTERFEITING,71,F,Blunt Object,Other Crime,1,Yes,2023-07-04 20:00:00,2023,6,19.0
30139,2023-11-06 19:00:00,2023-06-09 18:00:00,10-06-2023 04:22,Kalyan,132,BURGLARY,72,F,Unknown,Other Crime,8,Yes,2023-09-30 19:00:00,2023,6,4.0
30140,2023-11-06 22:00:00,2023-06-09 19:00:00,10-06-2023 10:20,Hyderabad,388,ROBBERY,30,F,Blunt Object,Violent Crime,10,Yes,2023-10-15 22:00:00,2023,6,10.0
30141,2023-11-06 21:00:00,2023-06-09 20:00:00,10-06-2023 07:15,Agra,458,ASSAULT,30,F,Firearm,Violent Crime,13,No,,2023,6,7.0
30142,2023-12-06 03:00:00,2023-06-09 21:00:00,10-06-2023 14:38,Delhi,375,ARSON,26,F,Explosives,Fire Accident,14,No,,2023,6,14.0
30143,2023-10-06 07:00:00,2023-06-09 22:00:00,10-06-2023 21:05,Mumbai,348,FRAUD,55,F,Firearm,Other Crime,2,Yes,2023-06-28 07:00:00,2023,6,21.0
30144,2023-10-06 22:00:00,2023-06-09 23:00:00,10-06-2023 15:15,Chennai,333,FRAUD,68,F,Unknown,Other Crime,3,Yes,2023-07-11 22:00:00,2023,6,15.0
30145,2023-12-06 03:00:00,2023-06-10 00:00:00,10-06-2023 19:34,Bangalore,141,BURGLARY,52,M,Blunt Object,Other Crime,8,No,,2023,6,19.0
30146,2023-10-06 21:00:00,2023-06-10 01:00:00,10-06-2023 10:25,Rajkot,599,VANDALISM,36,F,Knife,Other Crime,3,No,,2023,6,10.0
30147,2023-12-06 10:00:00,2023-06-10 02:00:00,10-06-2023 02:08,Meerut,398,DOMESTIC VIOLENCE,48,M,Firearm,Violent Crime,18,Yes,2023-07-27 10:00:00,2023,6,2.0
30148,2023-11-06 08:00:00,2023-06-10 03:00:00,10-06-2023 19:45,Visakhapatnam,464,DRUG OFFENSE,57,F,Unknown,Other Crime,16,No,,2023,6,19.0
30149,2023-11-06 18:00:00,2023-06-10 04:00:00,11-06-2023 00:05,Indore,204,BURGLARY,73,F,Blunt Object,Other Crime,3,Yes,2023-08-05 18:00:00,2023,6,0.0
30150,2023-12-06 21:00:00,2023-06-10 05:00:00,10-06-2023 20:01,Chennai,530,BURGLARY,13,F,Knife,Other Crime,14,Yes,2023-08-21 21:00:00,2023,6,20.0
30151,2023-12-06 12:00:00,2023-06-10 06:00:00,10-06-2023 11:16,Hyderabad,259,HOMICIDE,69,M,Unknown,Other Crime,3,No,,2023,6,11.0
30152,2023-12-06 18:00:00,2023-06-10 07:00:00,10-06-2023 10:02,Kolkata,207,VANDALISM,70,F,Blunt Object,Other Crime,5,Yes,2023-06-25 18:00:00,2023,6,10.0
30153,2023-11-06 02:00:00,2023-06-10 08:00:00,10-06-2023 09:34,Hyderabad,514,SHOPLIFTING,23,F,Other,Other Crime,4,Yes,2023-07-06 02:00:00,2023,6,9.0
30154,2023-12-06 14:00:00,2023-06-10 09:00:00,11-06-2023 02:08,Delhi,338,ARSON,65,M,Firearm,Fire Accident,13,Yes,2023-09-04 14:00:00,2023,6,2.0
30155,2023-10-06 13:00:00,2023-06-10 10:00:00,10-06-2023 11:50,Mumbai,570,COUNTERFEITING,11,F,Unknown,Other Crime,5,Yes,2023-07-21 13:00:00,2023,6,11.0
30156,2023-11-06 17:00:00,2023-06-10 11:00:00,10-06-2023 18:58,Thane,148,KIDNAPPING,65,F,Poison,Other Crime,6,Yes,2023-07-31 17:00:00,2023,6,18.0
30157,2023-11-06 20:00:00,2023-06-10 12:00:00,10-06-2023 19:24,Hyderabad,538,CYBERCRIME,62,F,Unknown,Other Crime,8,No,,2023,6,19.0
30158,2023-11-06 09:00:00,2023-06-10 13:00:00,11-06-2023 00:55,Mumbai,447,COUNTERFEITING,76,M,Other,Other Crime,15,Yes,2023-07-08 09:00:00,2023,6,0.0
30159,,2023-06-10 14:00:00,11-06-2023 00:12,Pune,303,EXTORTION,66,M,Knife,Other Crime,14,No,,2023,6,0.0
30160,2023-11-06 20:00:00,2023-06-10 15:00:00,10-06-2023 17:40,Ludhiana,283,CYBERCRIME,20,F,Other,Other Crime,9,Yes,2023-08-24 20:00:00,2023,6,17.0
30161,2023-12-06 20:00:00,2023-06-10 16:00:00,11-06-2023 01:58,Thane,326,EXTORTION,79,M,Explosives,Other Crime,12,Yes,2023-07-28 20:00:00,2023,6,1.0
30162,2023-11-06 01:00:00,2023-06-10 17:00:00,11-06-2023 05:22,Patna,117,COUNTERFEITING,39,F,Explosives,Other Crime,14,Yes,2023-07-25 01:00:00,2023,6,5.0
30163,2023-11-06 14:00:00,2023-06-10 18:00:00,11-06-2023 07:28,Nagpur,205,IDENTITY THEFT,10,M,Poison,Violent Crime,3,No,,2023,6,7.0
30164,2023-11-06 23:00:00,2023-06-10 19:00:00,11-06-2023 14:40,Pune,506,FIREARM OFFENSE,56,F,Unknown,Fire Accident,14,Yes,2023-07-02 23:00:00,2023,6,14.0
30165,2023-12-06 21:00:00,2023-06-10 20:00:00,11-06-2023 08:24,Kanpur,313,VEHICLE - STOLEN,62,F,Knife,Violent Crime,19,Yes,2023-07-10 21:00:00,2023,6,8.0
30166,2023-11-06 04:00:00,2023-06-10 21:00:00,11-06-2023 08:25,Rajkot,113,PUBLIC INTOXICATION,76,M,Firearm,Other Crime,8,Yes,2023-07-05 04:00:00,2023,6,8.0
30167,,2023-06-10 22:00:00,11-06-2023 12:55,Agra,460,COUNTERFEITING,67,F,Poison,Other Crime,15,Yes,2023-07-13 04:00:00,2023,6,12.0
30168,2023-12-06 00:00:00,2023-06-10 23:00:00,11-06-2023 13:45,Indore,283,CYBERCRIME,66,F,Blunt Object,Other Crime,18,Yes,2023-08-09 00:00:00,2023,6,13.0
30169,2023-11-06 05:00:00,2023-06-11 00:00:00,11-06-2023 04:16,Surat,193,PUBLIC INTOXICATION,26,M,Firearm,Other Crime,15,Yes,2023-06-12 05:00:00,2023,6,4.0
30170,2023-11-06 19:00:00,2023-06-11 01:00:00,11-06-2023 12:22,Nagpur,577,ARSON,59,M,Explosives,Fire Accident,17,No,,2023,6,12.0
30171,2023-12-06 08:00:00,2023-06-11 02:00:00,11-06-2023 06:27,Bangalore,264,FIREARM OFFENSE,51,M,Explosives,Fire Accident,6,No,,2023,6,6.0
30172,,2023-06-11 03:00:00,11-06-2023 17:48,Meerut,102,ILLEGAL POSSESSION,68,F,Poison,Other Crime,19,Yes,2023-07-16 21:00:00,2023,6,17.0
30173,2023-11-06 11:00:00,2023-06-11 04:00:00,11-06-2023 10:00,Mumbai,306,IDENTITY THEFT,15,F,Unknown,Violent Crime,9,Yes,2023-07-05 11:00:00,2023,6,10.0
30174,2023-12-06 05:00:00,2023-06-11 05:00:00,11-06-2023 18:54,Jaipur,580,FIREARM OFFENSE,52,M,Blunt Object,Fire Accident,2,No,,2023,6,18.0
30175,2023-12-06 11:00:00,2023-06-11 06:00:00,12-06-2023 04:13,Ahmedabad,382,ROBBERY,77,F,Poison,Violent Crime,18,No,,2023,6,4.0
30176,2023-12-06 15:00:00,2023-06-11 07:00:00,11-06-2023 10:40,Bangalore,338,EXTORTION,31,F,Firearm,Other Crime,9,Yes,2023-09-02 15:00:00,2023,6,10.0
30177,2023-12-06 18:00:00,2023-06-11 08:00:00,12-06-2023 02:26,Kanpur,213,FRAUD,17,F,Blunt Object,Other Crime,14,Yes,2023-08-04 18:00:00,2023,6,2.0
30178,2023-12-06 23:00:00,2023-06-11 09:00:00,12-06-2023 04:46,Kanpur,318,SEXUAL ASSAULT,30,F,Firearm,Violent Crime,17,No,,2023,6,4.0
30179,,2023-06-11 10:00:00,12-06-2023 02:02,Delhi,528,KIDNAPPING,69,M,Poison,Other Crime,14,Yes,2023-06-26 17:00:00,2023,6,2.0
30180,2023-12-06 02:00:00,2023-06-11 11:00:00,12-06-2023 05:02,Delhi,102,TRAFFIC VIOLATION,26,F,Explosives,Traffic Fatality,18,No,,2023,6,5.0
30181,,2023-06-11 12:00:00,12-06-2023 07:33,Delhi,530,ARSON,39,F,Poison,Fire Accident,2,No,,2023,6,7.0
30182,2023-12-06 03:00:00,2023-06-11 13:00:00,11-06-2023 16:07,Bangalore,323,FRAUD,39,F,Firearm,Other Crime,13,Yes,2023-06-21 03:00:00,2023,6,16.0
30183,,2023-06-11 14:00:00,12-06-2023 09:07,Bangalore,304,IDENTITY THEFT,19,M,Unknown,Violent Crime,7,Yes,2023-07-20 18:00:00,2023,6,9.0
